Index,links,meta
65,https://en.wikipedia.org/wiki/Algebraically_closed_field,",{'og': {'title': 'Algebraically closed field - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': 'Algebraically closed field - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Algebraically closed field - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Algebraically_closed_field'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Algebraically_closed_field', 'url_actual': 'https://en.wikipedia.org/wiki/Algebraically_closed_field', 'encoding': 'utf-8'}, '_v': 1}"
66,https://en.wikipedia.org/wiki/Algorithm,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/1200px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/800px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/640px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg'], 'image:width': ['1200', '800', '640'], 'image:height': ['840', '560', '448'], 'title': 'Algorithm - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/1200px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/800px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/640px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['840', '560', '448'], 'viewport': 'width=1000', 'og:title': 'Algorithm - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Algorithm - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Algorithm'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Algorithm', 'url_actual': 'https://en.wikipedia.org/wiki/Algorithm', 'encoding': 'utf-8'}, '_v': 1}"
67,https://en.wikipedia.org/wiki/Algorithm_design,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/1200px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/800px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/640px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg'], 'image:width': ['1200', '800', '640'], 'image:height': ['840', '560', '448'], 'title': 'Algorithm - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/1200px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/800px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/640px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['840', '560', '448'], 'viewport': 'width=1000', 'og:title': 'Algorithm - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Algorithm - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Algorithm#Design'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Algorithm_design', 'url_actual': 'https://en.wikipedia.org/wiki/Algorithm_design', 'encoding': 'utf-8'}, '_v': 1}"
68,https://en.wikipedia.org/wiki/Algorithmic_efficiency,",{'og': {'title': 'Algorithmic efficiency - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': 'Algorithmic efficiency - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Algorithmic efficiency - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Algorithmic_efficiency'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Algorithmic_efficiency', 'url_actual': 'https://en.wikipedia.org/wiki/Algorithmic_efficiency', 'encoding': 'utf-8'}, '_v': 1}"
69,https://en.wikipedia.org/wiki/Algorithmica,",{'og': {'title': 'Algorithmica - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': 'Algorithmica - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Algorithmica - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Algorithmica'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Algorithmica', 'url_actual': 'https://en.wikipedia.org/wiki/Algorithmica', 'encoding': 'utf-8'}, '_v': 1}"
70,https://en.wikipedia.org/wiki/Algorithms,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/1200px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/800px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/640px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg'], 'image:width': ['1200', '800', '640'], 'image:height': ['840', '560', '448'], 'title': 'Algorithm - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/1200px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/800px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Diagram_for_the_computation_of_Bernoulli_numbers.jpg/640px-Diagram_for_the_computation_of_Bernoulli_numbers.jpg'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['840', '560', '448'], 'viewport': 'width=1000', 'og:title': 'Algorithm - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Algorithm - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Algorithm'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Algorithms', 'url_actual': 'https://en.wikipedia.org/wiki/Algorithms', 'encoding': 'utf-8'}, '_v': 1}"
71,https://en.wikipedia.org/wiki/Alibris,",{'og': {'title': 'Alibris - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': 'Alibris - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Alibris - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Alibris'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Alibris', 'url_actual': 'https://en.wikipedia.org/wiki/Alibris', 'encoding': 'utf-8'}, '_v': 1}"
72,"https://en.wikipedia.org/wiki/Allegheny_County,_Pennsylvania",",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg/1200px-Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg/800px-Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg/640px-Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg'], 'image:width': ['1200', '800', '640'], 'image:height': ['1800', '1200', '960'], 'title': 'Allegheny County, Pennsylvania - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg/1200px-Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg/800px-Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg/640px-Allegheny_County_Courthouse_%26_Jail_-_Court_of_Common_Pleas_%289551537268%29.jpg'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['1800', '1200', '960'], 'viewport': 'width=1000', 'og:title': 'Allegheny County, Pennsylvania - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Allegheny County, Pennsylvania - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Allegheny_County,_Pennsylvania'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Allegheny_County,_Pennsylvania', 'url_actual': 'https://en.wikipedia.org/wiki/Allegheny_County,_Pennsylvania', 'encoding': 'utf-8'}, '_v': 1}"
73,https://en.wikipedia.org/wiki/Allen_Newell,",{'og': {'image': 'https://upload.wikimedia.org/wikipedia/en/f/f4/Allen_Newell.jpg', 'image:width': ['1200', '800', '640'], 'image:height': ['1143', '762', '609'], 'title': 'Allen Newell - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': 'https://upload.wikimedia.org/wikipedia/en/f/f4/Allen_Newell.jpg', 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['1143', '762', '609'], 'viewport': 'width=1000', 'og:title': 'Allen Newell - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Allen Newell - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Allen_Newell'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Allen_Newell', 'url_actual': 'https://en.wikipedia.org/wiki/Allen_Newell', 'encoding': 'utf-8'}, '_v': 1}"
74,https://en.wikipedia.org/wiki/Alternant_matrix,",{'og': {'title': 'Alternant matrix - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': 'Alternant matrix - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Alternant matrix - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Alternant_matrix'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Alternant_matrix', 'url_actual': 'https://en.wikipedia.org/wiki/Alternant_matrix', 'encoding': 'utf-8'}, '_v': 1}"
75,https://en.wikipedia.org/wiki/Alternating_sign_matrix,",{'og': {'title': 'Alternating sign matrix - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'viewport': 'width=1000', 'og:title': 'Alternating sign matrix - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Alternating sign matrix - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Alternating_sign_matrix'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Alternating_sign_matrix', 'url_actual': 'https://en.wikipedia.org/wiki/Alternating_sign_matrix', 'encoding': 'utf-8'}, '_v': 1}"
76,https://en.wikipedia.org/wiki/Amador_Valley_High_School,",{'og': {'image': 'https://upload.wikimedia.org/wikipedia/commons/7/77/Amador_Valley_High_School_Logo.png', 'image:width': ['1200', '800', '640'], 'image:height': ['1200', '800', '640'], 'title': 'Amador Valley High School - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': 'https://upload.wikimedia.org/wikipedia/commons/7/77/Amador_Valley_High_School_Logo.png', 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['1200', '800', '640'], 'viewport': 'width=1000', 'og:title': 'Amador Valley High School - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Amador Valley High School - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Amador_Valley_High_School'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Amador_Valley_High_School', 'url_actual': 'https://en.wikipedia.org/wiki/Amador_Valley_High_School', 'encoding': 'utf-8'}, '_v': 1}"
77,https://en.wikipedia.org/wiki/Amazon.com,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Amazon_Spheres_05.jpg/1200px-Amazon_Spheres_05.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Amazon_Spheres_05.jpg/800px-Amazon_Spheres_05.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Amazon_Spheres_05.jpg/640px-Amazon_Spheres_05.jpg'], 'image:width': ['1200', '800', '640'], 'image:height': ['797', '531', '425'], 'title': 'Amazon (company) - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Amazon_Spheres_05.jpg/1200px-Amazon_Spheres_05.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Amazon_Spheres_05.jpg/800px-Amazon_Spheres_05.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Amazon_Spheres_05.jpg/640px-Amazon_Spheres_05.jpg'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['797', '531', '425'], 'viewport': 'width=1000', 'og:title': 'Amazon (company) - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Amazon (company) - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Amazon_(company)'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Amazon.com', 'url_actual': 'https://en.wikipedia.org/wiki/Amazon.com', 'encoding': 'utf-8'}, '_v': 1}"
78,https://en.wikipedia.org/wiki/American_Academy_of_Arts_and_Sciences,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG/1200px-American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG/800px-American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG/640px-American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG'], 'image:width': ['1200', '800', '640'], 'image:height': ['900', '600', '480'], 'title': 'American Academy of Arts and Sciences - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG/1200px-American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG/800px-American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG/640px-American_Academy_of_Arts_and_Sciences%2C_Cambridge%2C_Massachusetts.JPG'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['900', '600', '480'], 'viewport': 'width=1000', 'og:title': 'American Academy of Arts and Sciences - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'American Academy of Arts and Sciences - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/American_Academy_of_Arts_and_Sciences'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/American_Academy_of_Arts_and_Sciences', 'url_actual': 'https://en.wikipedia.org/wiki/American_Academy_of_Arts_and_Sciences', 'encoding': 'utf-8'}, '_v': 1}"
79,https://en.wikipedia.org/wiki/American_Association_for_the_Advancement_of_Science,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG/1200px-American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG/800px-American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG/640px-American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG'], 'image:width': ['1200', '800', '640'], 'image:height': ['900', '600', '480'], 'title': 'American Association for the Advancement of Science - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG/1200px-American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG/800px-American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG/640px-American_Assoc._for_the_Advancement_of_Science_by_Matthew_Bisanz.JPG'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['900', '600', '480'], 'viewport': 'width=1000', 'og:title': 'American Association for the Advancement of Science - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'American Association for the Advancement of Science - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/American_Association_for_the_Advancement_of_Science'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/American_Association_for_the_Advancement_of_Science', 'url_actual': 'https://en.wikipedia.org/wiki/American_Association_for_the_Advancement_of_Science', 'encoding': 'utf-8'}, '_v': 1}"
80,https://en.wikipedia.org/wiki/American_Mathematical_Society,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/AMS-entrance-Providence.jpg/1200px-AMS-entrance-Providence.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/AMS-entrance-Providence.jpg/800px-AMS-entrance-Providence.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/AMS-entrance-Providence.jpg/640px-AMS-entrance-Providence.jpg'], 'image:width': ['1200', '800', '640'], 'image:height': ['675', '450', '360'], 'title': 'American Mathematical Society - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/AMS-entrance-Providence.jpg/1200px-AMS-entrance-Providence.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/AMS-entrance-Providence.jpg/800px-AMS-entrance-Providence.jpg', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/AMS-entrance-Providence.jpg/640px-AMS-entrance-Providence.jpg'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['675', '450', '360'], 'viewport': 'width=1000', 'og:title': 'American Mathematical Society - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'American Mathematical Society - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/American_Mathematical_Society'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/American_Mathematical_Society', 'url_actual': 'https://en.wikipedia.org/wiki/American_Mathematical_Society', 'encoding': 'utf-8'}, '_v': 1}"
81,https://en.wikipedia.org/wiki/American_University,",{'og': {'image': ['https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/American_University_Seal.svg/1200px-American_University_Seal.svg.png', 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/American_University_Seal.svg/800px-American_University_Seal.svg.png', 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/American_University_Seal.svg/640px-American_University_Seal.svg.png'], 'image:width': ['1200', '800', '640'], 'image:height': ['1200', '800', '640'], 'title': 'American University - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': ['https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/American_University_Seal.svg/1200px-American_University_Seal.svg.png', 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/American_University_Seal.svg/800px-American_University_Seal.svg.png', 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/American_University_Seal.svg/640px-American_University_Seal.svg.png'], 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['1200', '800', '640'], 'viewport': 'width=1000', 'og:title': 'American University - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'American University - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/American_University'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/American_University', 'url_actual': 'https://en.wikipedia.org/wiki/American_University', 'encoding': 'utf-8'}, '_v': 1}"
82,https://en.wikipedia.org/wiki/Amir_Pnueli,",{'og': {'image': 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Amir_Pnueli.jpg', 'image:width': ['1200', '800', '640'], 'image:height': ['1321', '881', '705'], 'title': 'Amir Pnueli - Wikipedia', 'type': 'website'}, 'meta': {'charset': 'UTF-8', 'ResourceLoaderDynamicStyles': '', 'generator': 'MediaWiki 1.40.0-wmf.6', 'referrer': ['origin', 'origin-when-crossorigin', 'origin-when-cross-origin'], 'robots': 'max-image-preview:standard', 'format-detection': 'telephone=no', 'og:image': 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Amir_Pnueli.jpg', 'og:image:width': ['1200', '800', '640'], 'og:image:height': ['1321', '881', '705'], 'viewport': 'width=1000', 'og:title': 'Amir Pnueli - Wikipedia', 'og:type': 'website'}, 'dc': {}, 'page': {'title': 'Amir Pnueli - Wikipedia', 'canonical': 'https://en.wikipedia.org/wiki/Amir_Pnueli'}, 'twitter': {}, '_internal': {'url': 'https://en.wikipedia.org/wiki/Amir_Pnueli', 'url_actual': 'https://en.wikipedia.org/wiki/Amir_Pnueli', 'encoding': 'utf-8'}, '_v': 1}"
